station_name,station_code,zone,division,state,address,latitude,longitude
KUNKI,KZU,SER,CKP,,,22.875933,86.067757
GARH JAIPUR,GUG,SER,ADRA,,,23.416142,86.142459
MANIKUL,MIK,,,,,22.919528,86.066359
CHAS ROAD,CAS,,,,,23.415513,86.225425
CHANDIL JN,CNI,SER,ADRA,,,22.956014,86.07210900000001
GOURINATHDHAM,GTD,SER,ADRA,,,23.396294,86.275105
NIMDIH,NIM,SER,ADRA,,,22.993643,86.142118
BIRAMDIH,BRMD,SER,ADRA,,,23.04578437,86.19920954
BARABHUM,BBM,SER,ADRA,,,23.0912864,86.2112372
URMA,URMA,SER,ADRA,,,23.157777,86.253775
KANTADIH,KTD,SER,ADRA,,,23.21838,86.29629
TAMNA,TAO,SER,ADRA,,,23.268988,86.352313
PURULIA JN,PRR,SER,ADRA,,,23.324911,86.37787
JHARGRAM,JGM,SER,KGP,,,22.4549644863,86.9985316705
BANSTOLA,BNB,,,,,22.4209740526,87.062669671
SARDIHA,SUA,SER,KGP,,,22.380612,87.12364500000001
KHEMASULI,KSO,SER,KGP,,,22.337768,87.18486299999999
KALAIKUNDA,KKQ,SER,KGP,,,22.32945442,87.24399951
NIMPURA,NMP,,,,,22.332403,87.26468600000001
KAPILAS ROAD,KIS,ECoR,KUR,,,20.558554,85.993925
SRI JHADESHWAR,SJDR,,,,,20.5965342443,86.0192559912
BYREE,BYY,ECoR,KUR,,,20.628257,86.034947
BARITHENGARH,BRTG,,,,,20.65696901,86.05967143000001
DHANMANDAL,DNM,ECoR,KUR,,,20.687806,86.11228
HARIDASPUR,HDS,ECoR,KUR,,,20.725882,86.116431
NEW GARH MADHOPUR,NGMP,ECoR,KUR,,,20.798857,86.07210599999999
JENAPUR,JEN,ECoR,KUR,,,20.850842,86.06508
BRAHMANI PH,BRMI,,,,,20.8629520076,86.0562098645
JAKHAPURA,JKPR,ECoR,KUR,,,20.917821,86.06533999999999
JAJPUR KEONJHAR ROAD,JJKR,ECoR,KUR,,,20.943544,86.132518
KORAI HALT,KRIH,ECoR,KUR,,,20.959417,86.17599399999999
BAITARANI ROAD,BTV,ECoR,KUR,,,20.986996,86.23539299999999
DULAKHAPATNA,DLPT,,,,,21.007019,86.28087400000001
MANJURI ROAD,MZZ,ECoR,KUR,,,21.012136,86.319698
KENDUAPADA,KED,ECoR,KUR,,,21.030623,86.38353099999999
KAPALI ROAD,KPLD,,,,,21.040967,86.407911
BAUDPUR,BUDR,,,,,21.063446010800003,86.4629040051
BHADRAKH,BHC,ECoR,KUR,,,21.0917458,86.5162305
RANITAL,RNTL,SER,KGP,,,21.149665,86.55647400000001
MARKONA,MKO,SER,KGP,,,21.195555,86.596117
SABIRA,SZZ,,,,,21.236882,86.62923699999999
SORO,SORO,SER,KGP,,,21.291084,86.69253900000001
BAHANAGA BAZAR,BNBR,SER,KGP,,,21.33613403,86.76172839
PANPANA,PNPN,,,,,21.358715,86.790524
KHANTAPARA,KHF,SER,KGP,,,21.39628,86.822911
NILGIRI ROAD,NGRD,SER,KGP,,,21.426415,86.855469
BALASORE,BLS,SER,KGP,,,21.500521,86.91958199999999
TIKIRAPAL HALT,TKPL,,,,,21.535575,86.944638
HALDIPADA,HIP,SER,KGP,,,21.571439,86.996648
RUPSA JN,ROP,SER,KGP,,,21.621995,87.018507
LONI,LONI,CR,PUNE,,,18.491631,74.02051399999999
URULI,URI,CR,PUNE,,,18.494237,74.13682
PUNE JN,PUNE,CR,PUNE,,,18.529378,73.873086
GHORPURI WEST,GPRW,,,,,18.5316875469,73.8917897095
HADAPSAR,HDP,CR,PUNE,,,18.526887,73.927844
MANJARI BUDRUK,MJBK,,,,,18.512039,73.971424
YEVAT,YT,CR,PUNE,,,18.4889359723,74.2563176276
KHUTBAV,KTT,,,,,18.4861041325,74.3154633105
KEDGAON,KDG,CR,PUNE,,,18.4820853984,74.3763730994
KADETHAN,KDTN,,,,,18.4778037603,74.42173336430001
PATAS,PAA,CR,PUNE,,,18.4732663908,74.4696527191
DAUND PATAS ROAD,DDAP,,,,,18.468688,74.520934
DAUND JN,DD,CR,PUNE,,,18.463547,74.578622
DAUND A MMR,DDAM,,,,,18.464752713200003,74.5689755029
DAUND GOODS YARD,DDJA,,,,,18.4659368312,74.5607624341
KASHTI,KSTH,CR,PUNE,,,18.5252942346,74.5994004132
SHRIGONDA ROAD,SGND,CR,PUNE,,,18.598243,74.641466
BELVANDI,BWD,CR,PUNE,,,18.710718,74.621981
VISAPUR,VPR,CR,PUNE,,,18.82295,74.598861
RANJANGAON RD,RNJD,CR,PUNE,,,18.870972,74.60070300000001
SAROLA,SRL,CR,PUNE,,,18.947656,74.64829499999999
AKOLNER,AKR,CR,PUNE,,,18.985409,74.66906999999999
AHMADNAGAR,ANG,CR,PUNE,,,19.0755194777,74.721882467
NIMBLAK,NNB,,,,,19.1183528756,74.68854097469999
VILAD,VL,CR,PUNE,,,19.198579,74.675069
VAMBORI,VBR,CR,PUNE,,,19.29858,74.684974
RAHURI,RRI,CR,PUNE,,,19.41155,74.677702
TAKLIMIYA,TKMY,,,,,19.453844,74.679765
PADHEGAON,PDGN,CR,PUNE,,,19.536709,74.69233
NIPANI VADGAON,NPW,,,,,19.587951,74.70471599999999
BELAPUR,BAP,CR,PUNE,,,19.619569311800003,74.6617443079
CHITALI,CIT,CR,PUNE,,,19.6913918118,74.6239138208
PUNTAMBA,PB,CR,PUNE,,,19.7620255268,74.621959715
KANHEGAON,KNGN,CR,PUNE,,,19.8172996303,74.57128710079999
SANVATSAR,SNVR,,,,,19.8832775017,74.56058409549999
KOPARGAON,KPG,CR,PUNE,,,19.902943,74.503328
YEOLA,YL,CR,PUNE,,,20.043189,74.503246
ANKAI,ANK,CR,BSL,,,20.1510279143,74.4697560736
ANKAI KILA,AAK,,,,,20.1831804301,74.4368553961
SHIRSOLI,SS,CR,BSL,,,20.932994,75.507613
MHASAVAD,MWD,CR,BSL,,,20.870401921,75.4584622504
MAHEJI,MYJ,CR,BSL,,,20.7689244313,75.424619975
RICHUGHUTU,RCGT,ECR,DHN,,,23.659779,84.58081
DEMU,DEMU,,,,,23.69708,84.52562
LATEHAR,LTHR,ECR,DHN,,,23.725092,84.46812
BENDI,BFQ,,,,,23.763612,84.416974
KUMENDI,KMND,ECR,DHN,,,23.766868,84.352452
HEHEGARA HALT (E),HHG,,,,,23.790124,84.258524
CHHIPADOHAR,CPDR,ECR,DHN,,,23.8133333478,84.2023836389
BARWADIH JN,BRWD,ECR,DHN,,,23.843836,84.11877999999999
MANGRA,MAZ,,,,,23.881768,84.111898
KECKHI,KCKI,ECR,DHN,,,23.928363,84.146829
CHIANKI,CNF,,,,,23.973902,84.11566
DALTONGANJ,DTO,ECR,DHN,,,24.033075,84.07484299999999
KAJRI,KFT,,,,,24.1067922143,84.0725284845
RAJHURA,RHR,ECR,DHN,,,24.154400000000003,84.01554999999999
LALGARH BIHAR HALT,LBT,,,,,24.161147,83.979632
TOLRA,TRZ,,,,,24.18584,83.923324
GARWA ROAD,GHD,ECR,DHN,,,24.214419,83.885116
BAGAHABISHUNPUR,BCJ,ECR,DDU,,,24.811468,84.204658
BARKISALALYA,BSYA,ECR,DDU,,,24.773978,84.178495
ANKORAH AKORHA,ANH,ECR,DDU,,,24.761167,84.169539
NABENAGAR ROAD,NBG,ECR,DDU,,,24.653944,84.094044
KAJRAT NAWADIH,KYF,ECR,DDU,,,24.591041,84.05014
JAPLA,JPL,ECR,DDU,,,24.538969,84.00286600000001
HAIDARNAGAR,HDN,ECR,DDU,,,24.498081,83.951049
KOSIARA,KVQ,ECR,DDU,,,24.478657,83.908564
MUHAMMADGANJ,MDJ,ECR,DDU,,,24.42644,83.869978
SATBAHINI,SZF,ECR,DDU,,,24.386582,83.84911
UNTARE ROAD,URD,ECR,DDU,,,24.34094,83.834497
KARKATA,KRTA,ECR,DDU,,,24.296038000000003,83.837652
SIGSIGI,SQS,ECR,DDU,,,24.260567,83.853323
RAMGARH CANT,RMT,SER,RNC,,,23.617327,85.520249
BARKAKANA,BRKA,ECR,DHN,,,23.624159,85.469553
MAEL,MAEL,SER,RNC,,,23.574668000000003,85.626042
BHURKUNDA,BHKD,ECR,DHN,,,23.6375642,85.3721452
BARKIPONA,BRKP,SER,RNC,,,23.568766,85.64647599999999
PATRATU,PTRU,ECR,DHN,,,23.667024,85.30587700000001
GOLA ROAD,GRE,SER,RNC,,,23.545551,85.697139
TOKISUD,TKS,,,,,23.678639,85.239282
HARUBERA,HRBR,SER,RNC,,,23.4999492658,85.76022876969999
HENDEGIR,HNDR,ECR,DHN,,,23.697803,85.169817
SONDIMRA,SND,,,,,23.4769365823,85.782435799
KOLE,KOLE,,,,,23.695961,85.104901
BARLANGA,BLNG,SER,RNC,,,23.449913,85.833473
RAY,RAY,ECR,DHN,,,23.690082,85.077816
KHALARI,KLRE,ECR,DHN,,,23.651055,85.001627
MCCLUSKIEGANJ,MGME,ECR,DHN,,,23.651781,84.940855
MAHUAMILAN,MMLN,ECR,DHN,,,23.662241,84.854527
TORI,TORI,ECR,DHN,,,23.680808,84.739774
CHETAR,CTQ,,,,,23.682881,84.646426
K-CABIN BONDAMUNDA,KCAB,,,,,22.233321,84.91385700000001
A-CABIN BONDAMUNDA,ACAB,,,,,22.23969,84.945577
LINK C-CABIN,LNKC,,,,,22.267173000000003,84.974611
RANCHI,RNC,SER,RNC,,,23.348811,85.33352
NAMKON,NKM,SER,RNC,,,23.351755,85.37667200000001
TATISILWAI,TIS,SER,RNC,,,23.369845,85.435706
GANGAGHAT,GAG,SER,RNC,,,23.3613982411,85.5070501038
KHERWA KOCHA,KWKC,,,,,23.3605675276,85.5948557446
JONHA,JON,SER,RNC,,,23.3589592105,85.6089136389
KITA,KITA,SER,RNC,,,23.3648848028,85.76424803159999
SILLI,SLF,SER,RNC,,,23.3515633971,85.82812938660001
MURI,MURI,SER,RNC,,,23.376284371,85.8669906885
TULIN,THO,SER,RNC,,,23.378363,85.902125
JHALIDA,JAA,SER,RNC,,,23.370005,85.97528199999999
BEGUN KUDAR,BKDR,,,,,23.383687,86.01258700000001
KOTSHILA,KSX,SER,ADRA,,,23.411691,86.079548
DAMRU GHUTU,DRGU,,,,,23.45136,86.08981
PUNDHAG,PNW,SER,ADRA,,,23.508909,86.08957600000001
RADHAGAON,RDF,SER,ADRA,,,23.59787,86.08906499999999
BOKARO STEEL CITY A CABIN,BKCA,,,,,23.649514,86.08772599999999
BOKARO STEEL CITY,BKSC,SER,ADRA,,,23.656551,86.08501600000001
BKSC NORTH CABIN,BKSN,,,,,23.671356,86.078541
TUPKADIH,TKB,SER,ADRA,,,23.7136175901,86.0638904572
RAJABERA,RJB,,,,,23.751105,86.080936
CHANDRAPURA,CRP,ECR,DHN,,,23.755676,86.119775
JAMUNIATANR HALT,JNNA,,,,,23.754897531,86.1921944211
JAMUNI,JMX,,,,,23.762742,86.193727
PHULWARTANR,PLJE,ECR,DHN,,,23.77515,86.226577
BUDORA,BDQ,,,,,23.7785572386,86.23544766479999
TUNDU,TNO,,,,,23.788733,86.252293
SONARDIH,SZE,,,,,23.7915,86.265063
TENTULLA,TNJE,,,,,23.790335,86.277173
KATRASGARH,KTH,ECR,DHN,,,23.795757,86.302399
ANGARPATHRA HALT,ANJE,,,,,23.793062,86.319368
SIJUA,SJA,ECR,DHN,,,23.7901556866,86.3297280994
BANSJORA,BZS,ECR,DHN,,,23.789931,86.354545
BASERIA,BZE,,,,,23.786754,86.381653
KASUNDA JN,KDS,ECR,DHN,,,23.7899886114,86.39589356020001
BHAWANIPUR BIHAR,BWPB,,,,,25.5946164603,87.8677507141
MAKURIA,MFA,NFR,KIR,,,25.6292447936,87.88715343380001
BARSOI JN,BOE,NFR,KIR,,,25.6512422,87.9229421
HALDIBARI,HDB,NFR,KIR,,,26.334952,88.78193599999999
KASHIABARI,KSBI,,,,,26.384654,88.76856599999999
MANDAL GHAT,MDG,,,,,26.430757,88.754758
KADABARI HAT,KDX,,,,,26.476201,88.73098599999999
JALPAIGURI,JPG,NFR,KIR,,,26.51816,88.723026
MOHITNAGAR,MOP,,,,,26.53055,88.669651
BABHABGAON HALT,BAHN,,,,,25.4483399037,87.8098941528
KHURIAL,KWE,NFR,KIR,,,25.4911139274,87.82685530639999
KAMALPUR HALT,KMPH,,,,,25.5183120087,87.8374616345
AZAMNAGAR ROAD,AZR,NFR,KIR,,,25.5555556424,87.8523278357
SANJAY GRAM,SJGM,,,,,25.706241,87.890377
SUDHANI,SUD,NFR,KIR,,,25.7278536114,87.87948867189999
AJHARAIL,AHL,,,,,25.781638,87.848322
TELTA,TETA,NFR,KIR,,,25.806579,87.84221
DALKOLHA,DLK,NFR,KIR,,,25.873416,87.83887700000001
SURJA KAMAL,SJKL,NFR,KIR,,,25.935932,87.849258
KANKI,KKA,NFR,KIR,,,26.003233,87.864524
HATWAR,HWR,NFR,KIR,,,26.044989,87.89303199999999
TAUHEED,THED,,,,,26.0849205699,87.9308854236
KISHANGANJ,KNE,NFR,KIR,,,26.097746,87.949657
PANJIPARA,PJP,NFR,KIR,,,26.1401656527,88.0180577417
GAISAL,GIL,NFR,KIR,,,26.1848261159,88.0895072131
GUNJARIA,GEOR,NFR,KIR,,,26.218465,88.132222
ALUABARI ROAD,AUB,NFR,KIR,,,26.269681,88.18561000000001
DHULABARI,DBQ,,,,,26.361571,88.231234
MANGURJAN,MXJ,NFR,KIR,,,26.412488,88.256909
TIN MILE HAT,TMH,NFR,KIR,,,26.436601,88.279995
DUMDANGI,DMZ,NFR,KIR,,,26.47724,88.296508
CHATTAR HAT,CAT,NFR,KIR,,,26.548827,88.323376
NIJBARI,NJB,NFR,KIR,,,26.587597,88.337505
RANGAPANI,RNI,NFR,KIR,,,26.664263,88.37438599999999
NEW JALPAIGURI,NJP,NFR,KIR,,,26.683025,88.443391
AMBARI FALAKATA,ABFC,NFR,KIR,,,26.641553,88.510593
BELAKOBA,BLK,NFR,KIR,,,26.591441,88.583312
RANINAGAR JALPAIGIRI,RQJ,NFR,KIR,,,26.544663,88.64829300000001
SITAMARHI JN,SMI,ECR,SPJ,,,26.594374,85.504707
BHISA HALT,BHSA,,,,,26.576529,85.533501
PARSAUNI,PSZ,ECR,SPJ,,,26.55631,85.574611
BAJPATTI,BJT,ECR,SPJ,,,26.546976,85.62061299999999
AWAPUR,AWPR,ECR,SPJ,,,26.508916000000003,85.652916
BACHHARPUR HALT,BCPR,,,,,26.4946286292,85.66252866580001
JANAKPUR ROAD,JNR,ECR,SPJ,,,26.467914,85.70085599999999
CHANDAUNA HALT,CNX,,,,,26.440884,85.72316500000001
JOGIARA,JGA,ECR,SPJ,,,26.4071143927,85.74673274050001
DEBRABANDHAULI HALT,DBLI,,,,,26.384826,85.76995
MURAITHA,MRTA,ECR,SPJ,,,26.369765,85.786612
KAMTAUL,KML,ECR,SPJ,,,26.337348,85.808624
TEKTAR,TQR,ECR,SPJ,,,26.275833,85.846291
MUHAMMADPUR,MHP,ECR,SPJ,,,26.236878,85.852798
SHISHO,SHEO,,,,,26.206032,85.863867
MUZAFFARPUR JN,MFP,ECR,SEE,,,26.122311,85.378006
NARAYANPUR ANANT,NRPA,ECR,SEE,,,26.089052,85.409122
SILAUT,SLT,ECR,SEE,,,26.048926,85.44337800000001
SIHO,SIHO,ECR,SEE,,,26.00841,85.50594000000001
DHOLI,DOL,ECR,SEE,,,25.976952,85.562495
DUBAHA,DUBH,ECR,SEE,,,25.948785,85.617108
VISHNUPUR BATHUA HALT,VBH,,,,,25.9310202567,85.64428754389999
KHUDIRAM B PUSA,KRBP,ECR,SEE,,,25.906434,85.672677
KARPURIGRAM,KPGM,ECR,SEE,,,25.869802,85.72417800000001
KURETHA,KUQ,NFR,KIR,,,25.4955599448,87.64432343200001
SAHJA HALT,SAJH,NFR,KIR,,,25.478182,87.67395400000001
PRANPUR ROAD,PQD,NFR,KIR,,,25.4623621243,87.70486823670001
LABHA,LAV,NFR,KIR,,,25.4396467554,87.74514032169999
DILLI DEWAN GANJ,DVJ,NFR,KIR,,,25.432721,87.778612
MAHANANDA BGE,MBC,,,,,25.1883357022,88.0833990649
KUMARGANJ,KMRJ,NFR,KIR,,,25.218816,88.065592
SRIPUR HALT,SRPU,,,,,25.2570761576,88.0440169482
SAMSI,SM,NFR,KIR,,,25.276197,88.00975700000001
MALAHAR,MFZ,NFR,KIR,,,25.303709,87.95782
BHALUKA ROAD F,BKRD,NFR,KIR,,,25.3425716,87.9121276
MILANGARH,MQG,NFR,KIR,,,25.368746039300003,87.8962231482
HARISCHANDRPUR,HCR,NFR,KIR,,,25.403999,87.867051
KUMEDPUR,KDPR,NFR,KIR,,,25.4334484028,87.80435766599999
KATIHAR JN,KIR,NFR,KIR,,,25.548947,87.566409
MANIYAN,MIYN,NFR,KIR,,,25.5232741031,87.6069420667
KATIHAR CBO MB,KIRB,,,,,25.552735,87.578873
DALAN,DLF,NFR,KIR,,,25.6118,87.560853
RAUTARA,RWA,NFR,KIR,,,25.674635,87.523472
RANIPATRA,RNX,NFR,KIR,,,25.735576,87.514183
PURNIA JN,PRNA,NFR,KIR,,,25.790678,87.519124
KASBA,KUB,NFR,KIR,,,25.860675,87.529476
GARH BANAILI,GBN,NFR,KIR,,,25.915091,87.535041
JALARGARH,JAG,NFR,KIR,,,25.953959,87.529496
SATR HALT,SATR,,,,,26.001173,87.508427
KUSIARGAON,KSY,NFR,KIR,,,26.057858000000003,87.47981800000001
ARARIYA COURT,ARQ,NFR,KIR,,,26.114921,87.446912
ARARIYA,ARR,NFR,KIR,,,26.1371182668,87.41199809689999
HALDITA BIHAR,HOD,,,,,26.1659351766,87.35900971560001
SIMRAHA,SMH,NFR,KIR,,,26.1944356285,87.32135753540001
GOGIPOTHIA HALT,GPE,,,,,26.250043,87.284335
DHOLBAJA,DLZ,,,,,26.2748,87.27139700000001
FORBESGANJ,FBG,NFR,KIR,,,26.298901,87.262803
BATHNAHA,BTF,NFR,KIR,,,26.341854,87.237767
JOGBANI,JBN,NFR,KIR,,,26.402263,87.263262
BELANAGAR,BZL,,,,,22.661605,88.318224
BALURGHAT,BLGT,NFR,KIR,,,25.232648,88.757636
MALLICKPUR HAT,MKRH,,,,,25.325703,88.676426
RAMPUR BAZAR,RMPB,NFR,KIR,,,25.358763,88.60611
MALANCHA,MLNH,,,,,25.368716000000003,88.586067
GANGARAMPUR,GRMP,NFR,KIR,,,25.390399,88.516447
BUNIADPUR,BNDP,NFR,KIR,,,25.386267,88.402088
DAULATPUR HAT,DLPH,,,,,25.32611273,88.33278722
DEOTALA,DOTL,NFR,KIR,,,25.274329,88.294214
MAHANAGAR,MANG,,,,,25.247077,88.251102
GAZOLE,GZO,NFR,KIR,,,25.224984,88.19888499999999
BONIDANGA,BDAG,ER,MALDA,,,24.82345158,87.81052581
BINDUBASINI HAL,BDBS,,,,,24.792848,87.859263
TILDANGA,TDLE,ER,MALDA,,,24.786749,87.873801
NEW FARAKKA-B-CABIN,NFKB,,,,,24.782115,87.91579300000001
NEW FARAKKA JN,NFK,ER,MALDA,,,24.794558,87.915236
CHAMAGRAM,CMX,ER,MALDA,,,24.821334,87.96334499999999
KHALTIPUR,KTJ,ER,MALDA,,,24.875742,88.021646
JAMIRGHATA,JMQ,ER,MALDA,,,24.916623,88.06775999999999
GOUR MALDA,GZM,ER,MALDA,,,24.94794444,88.11078197
MALDA TOWN,MLDT,ER,MALDA,,,25.015659,88.130338
OLD MALDA,OMLF,NFR,KIR,,,25.053174,88.143718
ADINA,ADF,NFR,KIR,,,25.114397,88.12318
EKLAKHI,EKI,NFR,KIR,,,25.167868,88.099492
JASODA,JDA,NER,IZN,,,27.08393,79.820294
KHUDLAPUR,KHDP,,,,,27.098961,79.78027300000001
GURSAHAIGANJ,GHJ,NER,IZN,,,27.118804,79.732035
MALIKPUR,MLKP,,,,,27.161781,79.690181
KHUDAGANJ,KDJ,NER,IZN,,,27.184464,79.666264
SINGHIRAMPUR,SGRP,,,,,27.262707,79.62941099999999
KAMALGANJ,KLJ,NER,IZN,,,27.292663,79.620832
YAQUTGANJ,YAG,,,,,27.32595,79.618493
FATEHGARH,FGR,NER,IZN,,,27.369608,79.62159
FARRUKHABAD,FBD,NER,IZN,,,27.38236,79.57173700000001
HARSINGPUR GOBA,HSY,NER,IZN,,,27.4300235579,79.49825360349999
SHUKHARULLAPUR,SHX,,,,,27.44826,79.471943
SHAMSABAD,SSD,NER,IZN,,,27.469912,79.438167
BHATASA,BHTS,,,,,27.50375661,79.38388843
KAIMGANJ,KMJ,NER,IZN,,,27.5409770085,79.3272155493
KAMPIL ROAD,KXF,NER,IZN,,,27.567619,79.265007
RUDAIN,RDN,NER,IZN,,,27.579928,79.186618
BALLUPUR,BAPR,,,,,27.5865985855,79.1451478125
DARYAOGONJ,DRO,NER,IZN,,,27.5980988686,79.0824955792
NARTHAR,NHX,,,,,27.6329307124,79.02313742000001
PATIALI,PTI,NER,IZN,,,27.6843201328,78.9841732028
GANJ DUNDWARA,GWA,NER,IZN,,,27.7264028171,78.939319176
GARKHA,GRAK,,,,,27.7485176041,78.8842900433
SAHAWAR TOWN,SWRT,NER,IZN,,,27.794835,78.831344
BADHARI KALAN,BHK,NER,IZN,,,27.799053,78.734589
KASGANJ,KSJ,NER,IZN,,,27.801887,78.64602599999999
MARAHRA,MHA,NER,IZN,,,27.746474000000003,78.55504400000001
AGSAULI,AUL,NER,IZN,,,27.705677,78.44455300000001
SIKANDRA RAO,SKA,NER,IZN,,,27.684086,78.387573
BASTOI HALT,BTRO,,,,,27.66742,78.285451
RATI KA NAGLA,RKN,NER,IZN,,,27.654398,78.24056900000001
HATHRAS ROAD,HTJ,,,,,27.622437,78.136899
MENDU,MEU,NER,IZN,,,27.614247,78.09995699999999
HATHRAS CITY,HTC,NER,IZN,,,27.5998169,78.05506869999999
MURSAN,MSN,NER,IZN,,,27.574211,77.9363
SONAI,SYZ,NER,IZN,,,27.570504,77.88736
RAYA,RAYA,NER,IZN,,,27.5524062276,77.7868838446
MATHURA CANT,MRT,NER,IZN,,,27.491013,77.685113
KANPUR ANWARGANJ,CPA,,PRYJ,,,26.456233,80.328444
RAWATPUR,RPO,NER,IZN,,,26.482981,80.298113
KALIANPUR,KAP,NER,IZN,,,26.503485,80.25289199999999
MANDHANA JN,MDA,NER,IZN,,,26.557002,80.222507
CHAUBEPUR,CBR,NER,IZN,,,26.598928,80.21142400000001
BARRAJPUR,BJR,NER,IZN,,,26.6851659,80.13867760000001
UTRIPURA,UTP,NER,IZN,,,26.73974,80.095478
DHAURSALAR,DUO,,,,,26.798349,80.08140399999999
BILHAUR,BLU,NER,IZN,,,26.839002,80.060383
BAKOTHIKHAS,BKTS,,,,,26.87806,80.03776699999999
AROUL,ARL,NER,IZN,,,26.920662,80.01863300000001
GANGAWAPUR HALT,GWP,,,,,26.9588041822,79.9979940411
MANI MAU,MNMU,,,,,26.98913852,79.9651825488
KANNAUJ,KJN,NER,IZN,,,27.026507,79.926109
KANNAUJ CITY,KJNC,,,,,27.039814,79.909983
JALALPUR PANWARA,JPP,,,,,27.0623131608,79.8736107968
BAREILLY CITY,BC,NER,IZN,,,28.3556564,79.403718
NEW MORINDA,NMDA,NR,UMB,,,30.776469,76.518125
NANGAL DAM,NLDM,NR,UMB,,,31.370543,76.37261500000001
BHANUPLI,BNLY,,,,,31.2990814767,76.420351792
ANANDPUR SAHIB,ANSB,NR,UMB,,,31.2305136,76.50060350000001
KIRATPUR SAHIB,KART,NR,UMB,,,31.186811,76.563302
BHARATGARH,BARJ,NR,UMB,,,31.1104617696,76.59140316889999
GHANAULI,GANL,,,,,31.025994,76.59214300000001
RUPNAGAR,RPAR,NR,UMB,,,30.972816,76.533241
MINAPUR,MNPR,NR,UMB,,,30.911265,76.567332
CHATOULI,CTLI,,,,,30.8562202957,76.580921825
KURALI,KRLI,NR,UMB,,,30.835005,76.57193000000001
MORINDA,MRND,NR,UMB,,,30.791519,76.502461
NOGANWAN,NGWN,NR,UMB,,,30.738403,76.44328700000001
BASSI PATHANAM,BSPN,NR,UMB,,,30.6884592,76.4096692
FATEHGARH SAHIB,FGSB,,,,,30.650726,76.38812399999999
MITAWAL,MTI,NCR,PRYJ,,,27.292311,78.19892399999999
BARHAN,BRN,NCR,PRYJ,,,27.32891,78.19231699999999
DELHI SHAHDARA B PANEL,DSBP,,,,,28.670746,77.342818
CHANDER NAGAR,CNJ,,,,,28.662871000000003,77.33120100000001
ANAND VIHAR,ANVR,,,,,28.6486144,77.3140236
MANDAWALI CHANDER VIHAR,MWC,,,,,28.613384,77.253315
CHAMROLA,CMR,NCR,PRYJ,,,27.393032,78.180143
JALESAR ROAD,JLS,NCR,PRYJ,,,27.44546,78.16993
PORA,PORA,NCR,PRYJ,,,27.532025,78.154207
HATHRAS JN,HRS,NCR,PRYJ,,,27.62483,78.13706699999999
SASNI,SNS,NCR,PRYJ,,,27.7042636076,78.1224601752
MANDRAK,MXK,NCR,PRYJ,,,27.7686349988,78.1102865904
DAUD KHAN,DAQ,NCR,PRYJ,,,27.830504,78.09879699999999
ALIGARH JN,ALJN,NCR,PRYJ,,,27.889584,78.074559
SAHIBABAD,SBB,NR,DLI,,,28.674037,77.364182
GHAZIABAD,GZB,NR,DLI,,,28.649702,77.431099
CHIPYANA BUZURG,CYZ,,,,,28.627977,77.45934600000001
MARIPAT,MIU,NCR,PRYJ,,,28.586886,77.495428
DADRI,DER,NCR,PRYJ,,,28.537940000000003,77.537422
BORAKI,BRKY,,,,,28.507908,77.56361700000001
AJAIBPUR,AJR,NCR,PRYJ,,,28.4728347205,77.59373730349999
DANKAUR,DKDE,NCR,PRYJ,,,28.415313,77.64321100000001
WAIR,WAIR,NCR,PRYJ,,,28.347255,77.69926699999999
CHOLA,CHL,NCR,PRYJ,,,28.31216512,77.72940894
GANGRAUL,GNRL,,,,,28.28297,77.75473000000001
SIKANDARPUR,SKQ,NCR,PRYJ,,,28.247759,77.783931
KHURJA JN,KRJ,NCR,PRYJ,,,28.206407,77.81903999999999
KAMALPUR,KAMP,,,,,28.182673,77.83998100000001
DANWAR,DAR,NCR,PRYJ,,,28.12996851,77.88391252
SOMNA,SOM,NCR,PRYJ,,,28.052674,77.948193
KULWA,KLA,NCR,PRYJ,,,27.982509,78.007062
MAHRAWAL,MWUE,NCR,PRYJ,,,27.937875,78.04247000000001
KHURDA ROAD JN,KUR,ECoR,KUR,,,20.153076,85.70823399999999
RETANG,RTN,ECoR,KUR,,,20.199418,85.760851
SARKANTRA,SRKT,,,,,20.228282,85.79623099999999
LINGARAJ TEMPLE ROAD,LGTR,,,,,20.234947,85.81587200000001
BHUBANESWAR,BBS,ECoR,KUR,,,20.265388,85.84259499999999
BANI BIHAR,BNBH,,,,,20.292611,85.852653
MANCHESWAR,MCS,ECoR,KUR,,,20.321861,85.84486600000001
PATIA HALT,PTAB,,,,,20.349273,85.841374
BARANG,BRAG,ECoR,KUR,,,20.400699,85.832573
PURI,PURI,ECoR,KUR,,,19.811459000000003,85.839992
MALATIPATPUR,MLT,ECoR,KUR,,,19.865258,85.83177
JANKIDAIPUR,JKDP,,,,,19.888365,85.81927
SAKHI GOPAL,SIL,ECoR,KUR,,,19.942882,85.816074
BIR PURUSHOTTAMPUR,BRST,ECoR,KUR,,,19.99039983,85.80635131
JENAPUR ROAD,JPRD,,,,,20.018355,85.786572
JENAPUR PH,JERD,,,,,20.018615,85.786976
DELANG,DEG,ECoR,KUR,,,20.038474,85.76695
KANAS ROAD,KASR,ECoR,KUR,,,20.06205,85.7428
MOTARI HALT,MWQ,ECoR,KUR,,,20.090583,85.72919200000001
HARIPUR GRAM,HPGM,ECoR,KUR,,,20.133572,85.707856
